Volatility 3 Framework 2.26.2

PID	Process	Block	Variable	Value
2380	WmiPrvSE.exe	0x190fd0	PROCESSOR_IDENTIFIER	x86 Family 6 Model 58 Stepping 9, GenuineIntel
2380	WmiPrvSE.exe	0x190fd0	PROCESSOR_LEVEL	6
2380	WmiPrvSE.exe	0x190fd0	PROCESSOR_REVISION	3a09
2380	WmiPrvSE.exe	0x190fd0	ProgramData	C:\ProgramData
2380	WmiPrvSE.exe	0x190fd0	ProgramFiles	C:\Program Files
2380	WmiPrvSE.exe	0x190fd0	PSModulePath	C:\Windows\system32\WindowsPowerShell\v1.0\Modules\
2380	WmiPrvSE.exe	0x190fd0	PUBLIC	C:\Users\Public
2380	WmiPrvSE.exe	0x190fd0	SystemDrive	C:
2380	WmiPrvSE.exe	0x190fd0	SystemRoot	C:\Windows
2380	WmiPrvSE.exe	0x190fd0	TEMP	C:\Windows\TEMP
2380	WmiPrvSE.exe	0x190fd0	TMP	C:\Windows\TEMP
2380	WmiPrvSE.exe	0x190fd0	USERDOMAIN	WORKGROUP
2380	WmiPrvSE.exe	0x190fd0	USERNAME	FLAG-PC$
2380	WmiPrvSE.exe	0x190fd0	USERPROFILE	C:\Windows\system32\config\systemprofile
2380	WmiPrvSE.exe	0x190fd0	windir	C:\Windows
2528	notepad.exe	0x181060	ALLUSERSPROFILE	C:\ProgramData
2528	notepad.exe	0x181060	APPDATA	C:\Users\flag\AppData\Roaming
2528	notepad.exe	0x181060	CommonProgramFiles	C:\Program Files\Common Files
2528	notepad.exe	0x181060	COMPUTERNAME	FLAG-PC
2528	notepad.exe	0x181060	ComSpec	C:\Windows\system32\cmd.exe
2528	notepad.exe	0x181060	F l a g -	66d7724d872da91af56907aea0f6bfb8
2528	notepad.exe	0x181060	FP_NO_HOST_CHECK	NO
2528	notepad.exe	0x181060	HOMEDRIVE	C:
2528	notepad.exe	0x181060	HOMEPATH	\Users\flag
2528	notepad.exe	0x181060	LOCALAPPDATA	C:\Users\flag\AppData\Local
2528	notepad.exe	0x181060	LOGONSERVER	\\FLAG-PC
2528	notepad.exe	0x181060	NUMBER_OF_PROCESSORS	1
2528	notepad.exe	0x181060	OS	Windows_NT
2528	notepad.exe	0x181060	Path	C:\Windows\system32;C:\Windows;C:\Windows\System32\Wbem;C:\Windows\System32\WindowsPowerShell\v1.0\
2528	notepad.exe	0x181060	PATHEXT	.COM;.EXE;.BAT;.CMD;.VBS;.VBE;.JS;.JSE;.WSF;.WSH;.MSC
2528	notepad.exe	0x181060	PROCESSOR_ARCHITECTURE	x86
2528	notepad.exe	0x181060	PROCESSOR_IDENTIFIER	x86 Family 6 Model 58 Stepping 9, GenuineIntel
2528	notepad.exe	0x181060	PROCESSOR_LEVEL	6
2528	notepad.exe	0x181060	PROCESSOR_REVISION	3a09
2528	notepad.exe	0x181060	ProgramData	C:\ProgramData
2528	notepad.exe	0x181060	ProgramFiles	C:\Program Files
2528	notepad.exe	0x181060	PSModulePath	C:\Windows\system32\WindowsPowerShell\v1.0\Modules\
2528	notepad.exe	0x181060	PUBLIC	C:\Users\Public
2528	notepad.exe	0x181060	SESSIONNAME	Console
2528	notepad.exe	0x181060	SystemDrive	C:
2528	notepad.exe	0x181060	SystemRoot	C:\Windows
2528	notepad.exe	0x181060	TEMP	C:\Users\flag\AppData\Local\Temp
2528	notepad.exe	0x181060	TMP	C:\Users\flag\AppData\Local\Temp
2528	notepad.exe	0x181060	USERDOMAIN	flag-PC
2528	notepad.exe	0x181060	USERNAME	flag
2528	notepad.exe	0x181060	USERPROFILE	C:\Users\flag
2528	notepad.exe	0x181060	windir	C:\Windows
2744	SearchFilterHo	0x1d1088	ALLUSERSPROFILE	C:\ProgramData
2744	SearchFilterHo	0x1d1088	APPDATA	C:\Windows\system32\config\systemprofile\AppData\Roaming
2744	SearchFilterHo	0x1d1088	CommonProgramFiles	C:\Program Files\Common Files
2744	SearchFilterHo	0x1d1088	COMPUTERNAME	FLAG-PC
2744	SearchFilterHo	0x1d1088	ComSpec	C:\Windows\system32\cmd.exe
2744	SearchFilterHo	0x1d1088	FP_NO_HOST_CHECK	NO
2744	SearchFilterHo	0x1d1088	LOCALAPPDATA	C:\Windows\system32\config\systemprofile\AppData\Local
2744	SearchFilterHo	0x1d1088	NUMBER_OF_PROCESSORS	1
2744	SearchFilterHo	0x1d1088	OS	Windows_NT
2744	SearchFilterHo	0x1d1088	Path	C:\Windows\system32;C:\Windows;C:\Windows\System32\Wbem;C:\Windows\System32\WindowsPowerShell\v1.0\;C:\Windows\system32
2744	SearchFilterHo	0x1d1088	PATHEXT	.COM;.EXE;.BAT;.CMD;.VBS;.VBE;.JS;.JSE;.WSF;.WSH;.MSC
2744	SearchFilterHo	0x1d1088	PROCESSOR_ARCHITECTURE	x86
2744	SearchFilterHo	0x1d1088	PROCESSOR_IDENTIFIER	x86 Family 6 Model 58 Stepping 9, GenuineIntel
2744	SearchFilterHo	0x1d1088	PROCESSOR_LEVEL	6
2744	SearchFilterHo	0x1d1088	PROCESSOR_REVISION	3a09
2744	SearchFilterHo	0x1d1088	ProgramData	C:\ProgramData
2744	SearchFilterHo	0x1d1088	ProgramFiles	C:\Program Files
2744	SearchFilterHo	0x1d1088	PSModulePath	C:\Windows\system32\WindowsPowerShell\v1.0\Modules\
2744	SearchFilterHo	0x1d1088	PUBLIC	C:\Users\Public
2744	SearchFilterHo	0x1d1088	SystemDrive	C:
2744	SearchFilterHo	0x1d1088	SystemRoot	C:\Windows
2744	SearchFilterHo	0x1d1088	TEMP	C:\ProgramData\Microsoft\Search\Data\Temp\usgthrsvc
2744	SearchFilterHo	0x1d1088	TMP	C:\ProgramData\Microsoft\Search\Data\Temp\usgthrsvc
2744	SearchFilterHo	0x1d1088	USERDOMAIN	WORKGROUP
2744	SearchFilterHo	0x1d1088	USERNAME	FLAG-PC$
2744	SearchFilterHo	0x1d1088	USERPROFILE	C:\Windows\system32\config\systemprofile
2744	SearchFilterHo	0x1d1088	windir	C:\Windows
3148	audiodg.exe	0x508c0	Path	C:\Windows\System32
3148	audiodg.exe	0x508c0	SystemDrive	C:
3148	audiodg.exe	0x508c0	SystemRoot	C:\Windows
3488	DumpIt.exe	0x3a1030	ALLUSERSPROFILE	C:\ProgramData
3488	DumpIt.exe	0x3a1030	APPDATA	C:\Users\flag\AppData\Roaming
3488	DumpIt.exe	0x3a1030	CommonProgramFiles	C:\Program Files\Common Files
3488	DumpIt.exe	0x3a1030	COMPUTERNAME	FLAG-PC
3488	DumpIt.exe	0x3a1030	ComSpec	C:\Windows\system32\cmd.exe
3488	DumpIt.exe	0x3a1030	F l a g -	66d7724d872da91af56907aea0f6bfb8
3488	DumpIt.exe	0x3a1030	FP_NO_HOST_CHECK	NO
3488	DumpIt.exe	0x3a1030	HOMEDRIVE	C:
3488	DumpIt.exe	0x3a1030	HOMEPATH	\Users\flag
3488	DumpIt.exe	0x3a1030	LOCALAPPDATA	C:\Users\flag\AppData\Local
3488	DumpIt.exe	0x3a1030	LOGONSERVER	\\FLAG-PC
3488	DumpIt.exe	0x3a1030	NUMBER_OF_PROCESSORS	1
3488	DumpIt.exe	0x3a1030	OS	Windows_NT
3488	DumpIt.exe	0x3a1030	Path	C:\Windows\system32;C:\Windows;C:\Windows\System32\Wbem;C:\Windows\System32\WindowsPowerShell\v1.0\
3488	DumpIt.exe	0x3a1030	PATHEXT	.COM;.EXE;.BAT;.CMD;.VBS;.VBE;.JS;.JSE;.WSF;.WSH;.MSC
3488	DumpIt.exe	0x3a1030	PROCESSOR_ARCHITECTURE	x86
3488	DumpIt.exe	0x3a1030	PROCESSOR_IDENTIFIER	x86 Family 6 Model 58 Stepping 9, GenuineIntel
3488	DumpIt.exe	0x3a1030	PROCESSOR_LEVEL	6
3488	DumpIt.exe	0x3a1030	PROCESSOR_REVISION	3a09
3488	DumpIt.exe	0x3a1030	ProgramData	C:\ProgramData
3488	DumpIt.exe	0x3a1030	ProgramFiles	C:\Program Files
3488	DumpIt.exe	0x3a1030	PSModulePath	C:\Windows\system32\WindowsPowerShell\v1.0\Modules\
3488	DumpIt.exe	0x3a1030	PUBLIC	C:\Users\Public
3488	DumpIt.exe	0x3a1030	SystemDrive	C:
3488	DumpIt.exe	0x3a1030	SystemRoot	C:\Windows
3488	DumpIt.exe	0x3a1030	TEMP	C:\Users\flag\AppData\Local\Temp
3488	DumpIt.exe	0x3a1030	TMP	C:\Users\flag\AppData\Local\Temp
3488	DumpIt.exe	0x3a1030	USERDOMAIN	flag-PC
3488	DumpIt.exe	0x3a1030	USERNAME	flag
3488	DumpIt.exe	0x3a1030	USERPROFILE	C:\Users\flag
3488	DumpIt.exe	0x3a1030	windir	C:\Windows
3500	conhost.exe	0x210cc0	CommonProgramFiles	C:\Program Files\Common Files
3500	conhost.exe	0x210cc0	ComSpec	C:\Windows\system32\cmd.exe
3500	conhost.exe	0x210cc0	FP_NO_HOST_CHECK	NO
3500	conhost.exe	0x210cc0	NUMBER_OF_PROCESSORS	1
3500	conhost.exe	0x210cc0	OS	Windows_NT
3500	conhost.exe	0x210cc0	Path	C:\Windows\system32;C:\Windows;C:\Windows\System32\Wbem;C:\Windows\System32\WindowsPowerShell\v1.0\
3500	conhost.exe	0x210cc0	PATHEXT	.COM;.EXE;.BAT;.CMD;.VBS;.VBE;.JS;.JSE;.WSF;.WSH;.MSC
3500	conhost.exe	0x210cc0	PROCESSOR_ARCHITECTURE	x86
3500	conhost.exe	0x210cc0	PROCESSOR_IDENTIFIER	x86 Family 6 Model 58 Stepping 9, GenuineIntel
3500	conhost.exe	0x210cc0	PROCESSOR_LEVEL	6
3500	conhost.exe	0x210cc0	PROCESSOR_REVISION	3a09
3500	conhost.exe	0x210cc0	ProgramFiles	C:\Program Files
3500	conhost.exe	0x210cc0	PSModulePath	C:\Windows\system32\WindowsPowerShell\v1.0\Modules\
3500	conhost.exe	0x210cc0	SystemDrive	C:
3500	conhost.exe	0x210cc0	SystemRoot	C:\Windows
3500	conhost.exe	0x210cc0	TEMP	C:\Windows\TEMP
3500	conhost.exe	0x210cc0	TMP	C:\Windows\TEMP
3500	conhost.exe	0x210cc0	USERNAME	SYSTEM
3500	conhost.exe	0x210cc0	windir	C:\Windows
